TRADE_DATE,HOUR,MARKET,RES_TYPE,TYPE,VALUE
2023-06-30,15,RTD,LESR,EN,269.609
2023-06-30,16,RTD,LESR,EN,345.931
2023-06-30,17,RTD,LESR,EN,108.082
2023-06-30,18,RTD,LESR,EN,759.377
2023-06-30,19,RTD,LESR,EN,3233.283
2023-06-30,20,RTD,LESR,EN,4019.696
2023-06-30,21,RTD,LESR,EN,2280.895
2023-06-30,22,RTD,LESR,EN,1382.591
2023-06-30,23,RTD,LESR,EN,513.749
2023-06-30,24,RTD,LESR,EN,12.487
2023-07-01,1,RTD,LESR,EN,-174.179
2023-07-01,2,RTD,LESR,EN,-479.646
2023-07-01,3,RTD,LESR,EN,-417.789
2023-07-01,4,RTD,LESR,EN,-370.505
2023-07-01,5,RTD,LESR,EN,-22.201
2023-07-01,6,RTD,LESR,EN,-186.118
2023-07-01,7,RTD,LESR,EN,-939.333
2023-07-01,8,RTD,LESR,EN,-1343.342
2023-07-01,9,RTD,LESR,EN,-1715.528
2023-07-01,10,RTD,LESR,EN,-1685.695
2023-07-01,11,RTD,LESR,EN,-1061.883
2023-07-01,12,RTD,LESR,EN,-716.057
2023-07-01,13,RTD,LESR,EN,-242.96
2023-07-01,14,RTD,LESR,EN,-526.483
2023-07-01,15,RTD,LESR,EN,-246.907
2023-07-01,16,RTD,LESR,EN,123.415
2023-07-01,17,RTD,LESR,EN,35.106
2023-07-01,18,RTD,LESR,EN,30.736
2023-07-01,19,RTD,LESR,EN,1657.256
2023-07-01,20,RTD,LESR,EN,2621.386
2023-07-01,21,RTD,LESR,EN,1765.94
2023-07-01,22,RTD,LESR,EN,1144.521
2023-07-01,23,RTD,LESR,EN,422.82
2023-07-01,24,RTD,LESR,EN,278.47
2023-07-02,1,RTD,LESR,EN,460.475
2023-07-02,2,RTD,LESR,EN,128.558
2023-07-02,3,RTD,LESR,EN,-21.73
2023-07-02,4,RTD,LESR,EN,34.795
2023-07-02,5,RTD,LESR,EN,103.225
2023-07-02,6,RTD,LESR,EN,73.279
2023-07-02,7,RTD,LESR,EN,-612.765
2023-07-02,8,RTD,LESR,EN,-1532.422
2023-07-02,9,RTD,LESR,EN,-1739.046
2023-07-02,10,RTD,LESR,EN,-1108.017
2023-07-02,11,RTD,LESR,EN,-1323.633
2023-07-02,12,RTD,LESR,EN,-286.572
2023-07-02,13,RTD,LESR,EN,-645.341
2023-07-02,14,RTD,LESR,EN,-223.333
2023-07-02,15,RTD,LESR,EN,86.014
2023-07-02,16,RTD,LESR,EN,30.194
2023-07-02,17,RTD,LESR,EN,98.022
2023-07-02,18,RTD,LESR,EN,1727.723
2023-07-02,19,RTD,LESR,EN,3664.373
2023-07-02,20,RTD,LESR,EN,3926.75
2023-07-02,21,RTD,LESR,EN,2366.837
2023-07-02,22,RTD,LESR,EN,1310.25
2023-07-02,23,RTD,LESR,EN,186.059
2023-07-02,24,RTD,LESR,EN,-111.393
2023-07-03,1,RTD,LESR,EN,-15.832
2023-07-03,2,RTD,LESR,EN,-275.288
2023-07-03,3,RTD,LESR,EN,-569.877
2023-07-03,4,RTD,LESR,EN,-546.111
2023-07-03,5,RTD,LESR,EN,-351.857
2023-07-03,6,RTD,LESR,EN,-146.341
2023-07-03,7,RTD,LESR,EN,-657.465
2023-07-03,8,RTD,LESR,EN,-1900.605
2023-07-03,9,RTD,LESR,EN,-2155.056
2023-07-03,10,RTD,LESR,EN,-1844.673
2023-07-03,11,RTD,LESR,EN,-1858.685
2023-07-03,12,RTD,LESR,EN,-1361.349
2023-07-03,13,RTD,LESR,EN,-665.387
2023-07-03,14,RTD,LESR,EN,-117.014
2023-07-03,15,RTD,LESR,EN,384.664
2023-07-03,16,RTD,LESR,EN,293.679
2023-07-03,17,RTD,LESR,EN,186.965
2023-07-03,18,RTD,LESR,EN,-13.725
2023-07-03,19,RTD,LESR,EN,1761.344
2023-07-03,20,RTD,LESR,EN,3168.644
2023-07-03,21,RTD,LESR,EN,2263.519
2023-07-03,22,RTD,LESR,EN,1279.354
2023-07-03,23,RTD,LESR,EN,176.155
2023-07-03,24,RTD,LESR,EN,-121.63
2023-07-04,1,RTD,LESR,EN,22.077
2023-07-04,2,RTD,LESR,EN,29.302
2023-07-04,3,RTD,LESR,EN,-82.241
2023-07-04,4,RTD,LESR,EN,-79.498
2023-07-04,5,RTD,LESR,EN,-85.406
2023-07-04,6,RTD,LESR,EN,-77.716
2023-07-04,7,RTD,LESR,EN,-886.606
2023-07-04,8,RTD,LESR,EN,-794.342
2023-07-04,9,RTD,LESR,EN,-1540.248
2023-07-04,10,RTD,LESR,EN,-1551.207
2023-07-04,11,RTD,LESR,EN,-1225.983
2023-07-04,12,RTD,LESR,EN,-837.274
2023-07-04,13,RTD,LESR,EN,-453.383
2023-07-04,14,RTD,LESR,EN,-504.75
2023-07-04,15,RTD,LESR,EN,328.529
2023-07-04,16,RTD,LESR,EN,61.589
2023-07-04,17,RTD,LESR,EN,-256.569
2023-07-04,18,RTD,LESR,EN,-61.692
2023-07-04,19,RTD,LESR,EN,1270.501
2023-07-04,20,RTD,LESR,EN,3139.378
2023-07-04,21,RTD,LESR,EN,1936.129
2023-07-04,22,RTD,LESR,EN,747.429
2023-07-04,23,RTD,LESR,EN,298.937
2023-07-04,24,RTD,LESR,EN,183.298
2023-07-05,1,RTD,LESR,EN,-17.191
2023-07-05,2,RTD,LESR,EN,-40.027
2023-07-05,3,RTD,LESR,EN,-563.834
2023-07-05,4,RTD,LESR,EN,-666.443
2023-07-05,5,RTD,LESR,EN,-411.052
2023-07-05,6,RTD,LESR,EN,49.377
2023-07-05,7,RTD,LESR,EN,-146.719
2023-07-05,8,RTD,LESR,EN,-523.103
2023-07-05,9,RTD,LESR,EN,-1047.506
2023-07-05,10,RTD,LESR,EN,-1394.544
2023-07-05,11,RTD,LESR,EN,-1182.919
2023-07-05,12,RTD,LESR,EN,-797.129
2023-07-05,13,RTD,LESR,EN,-462.539
2023-07-05,14,RTD,LESR,EN,273.9
2023-07-05,15,RTD,LESR,EN,1029.257
2023-07-05,16,RTD,LESR,EN,430.416
2023-07-05,17,RTD,LESR,EN,2.734
2023-07-05,18,RTD,LESR,EN,1108.23
2023-07-05,19,RTD,LESR,EN,3170.411
2023-07-05,20,RTD,LESR,EN,3934.968
2023-07-05,21,RTD,LESR,EN,3175.054
2023-07-05,22,RTD,LESR,EN,1185.703
2023-07-05,23,RTD,LESR,EN,97.798
2023-07-05,24,RTD,LESR,EN,22.343
2023-07-06,1,RTD,LESR,EN,132.328
2023-07-06,2,RTD,LESR,EN,115.627
2023-07-06,3,RTD,LESR,EN,-0.059
2023-07-06,4,RTD,LESR,EN,26.574
2023-07-06,5,RTD,LESR,EN,118.223
2023-07-06,6,RTD,LESR,EN,295.687
2023-07-06,7,RTD,LESR,EN,-201.621
2023-07-06,8,RTD,LESR,EN,-999.285
2023-07-06,9,RTD,LESR,EN,-882.517
2023-07-06,10,RTD,LESR,EN,-1475.592
2023-07-06,11,RTD,LESR,EN,-2036.297
2023-07-06,12,RTD,LESR,EN,-1670.674
2023-07-06,13,RTD,LESR,EN,-1038.563
2023-07-06,14,RTD,LESR,EN,-558.216
2023-07-06,15,RTD,LESR,EN,-37.405
2023-07-06,16,RTD,LESR,EN,32.321
2023-07-06,17,RTD,LESR,EN,-149.777
2023-07-06,18,RTD,LESR,EN,235.716
2023-07-06,19,RTD,LESR,EN,3233.183
2023-07-06,20,RTD,LESR,EN,3873.904
2023-07-06,21,RTD,LESR,EN,3318.516
2023-07-06,22,RTD,LESR,EN,1128.328
2023-07-06,23,RTD,LESR,EN,372.556
2023-07-06,24,RTD,LESR,EN,58.337
2023-07-07,1,RTD,LESR,EN,14.709
2023-07-07,2,RTD,LESR,EN,-146.634
2023-07-07,3,RTD,LESR,EN,-110.073
2023-07-07,4,RTD,LESR,EN,-21.62
2023-07-07,5,RTD,LESR,EN,105.75
2023-07-07,6,RTD,LESR,EN,104.08
2023-07-07,7,RTD,LESR,EN,-235.857
2023-07-07,8,RTD,LESR,EN,-638.78
2023-07-07,9,RTD,LESR,EN,-1494.551
2023-07-07,10,RTD,LESR,EN,-1513.472
2023-07-07,11,RTD,LESR,EN,-1721.22
2023-07-07,12,RTD,LESR,EN,-1640.665
2023-07-07,13,RTD,LESR,EN,-1066.007
2023-07-07,14,RTD,LESR,EN,-283.977
2023-07-07,15,RTD,LESR,EN,345.792
2023-07-07,16,RTD,LESR,EN,283.229
2023-07-07,17,RTD,LESR,EN,172.331
2023-07-07,18,RTD,LESR,EN,435.849
2023-07-07,19,RTD,LESR,EN,3357.978
2023-07-07,20,RTD,LESR,EN,3572.439
2023-07-07,21,RTD,LESR,EN,2742.254
2023-07-07,22,RTD,LESR,EN,1679.182
2023-07-07,23,RTD,LESR,EN,272.666
2023-07-07,24,RTD,LESR,EN,85.039
2023-07-08,1,RTD,LESR,EN,-24.718
2023-07-08,2,RTD,LESR,EN,-69.909
2023-07-08,3,RTD,LESR,EN,-19.899
2023-07-08,4,RTD,LESR,EN,-126.195
2023-07-08,5,RTD,LESR,EN,-109.56
2023-07-08,6,RTD,LESR,EN,-0.752
2023-07-08,7,RTD,LESR,EN,-409.541
2023-07-08,8,RTD,LESR,EN,-947.971
2023-07-08,9,RTD,LESR,EN,-1800.226
2023-07-08,10,RTD,LESR,EN,-2098.074
2023-07-08,11,RTD,LESR,EN,-1831.993
2023-07-08,12,RTD,LESR,EN,-1713.908
2023-07-08,13,RTD,LESR,EN,-1328.403
2023-07-08,14,RTD,LESR,EN,-539.458
2023-07-08,15,RTD,LESR,EN,-91.908
2023-07-08,16,RTD,LESR,EN,46.395
2023-07-08,17,RTD,LESR,EN,72.412
2023-07-08,18,RTD,LESR,EN,602.727
2023-07-08,19,RTD,LESR,EN,3251.697
2023-07-08,20,RTD,LESR,EN,3426.626
2023-07-08,21,RTD,LESR,EN,2662.866
2023-07-08,22,RTD,LESR,EN,1098.951
2023-07-08,23,RTD,LESR,EN,335.087
2023-07-08,24,RTD,LESR,EN,-56.926
2023-07-09,1,RTD,LESR,EN,-63.973
2023-07-09,2,RTD,LESR,EN,-168.23
2023-07-09,3,RTD,LESR,EN,-418.09
2023-07-09,4,RTD,LESR,EN,-193.019
2023-07-09,5,RTD,LESR,EN,67.296
2023-07-09,6,RTD,LESR,EN,277.295
2023-07-09,7,RTD,LESR,EN,-355.1
2023-07-09,8,RTD,LESR,EN,-978.774
2023-07-09,9,RTD,LESR,EN,-1551.957
2023-07-09,10,RTD,LESR,EN,-1884.181
2023-07-09,11,RTD,LESR,EN,-2279.225
2023-07-09,12,RTD,LESR,EN,-1944.557
2023-07-09,13,RTD,LESR,EN,-1270.528
2023-07-09,14,RTD,LESR,EN,-642.75
2023-07-09,15,RTD,LESR,EN,-140.483
2023-07-09,16,RTD,LESR,EN,173.994
2023-07-09,17,RTD,LESR,EN,128.99
2023-07-09,18,RTD,LESR,EN,571.473
2023-07-09,19,RTD,LESR,EN,3199.212
2023-07-09,20,RTD,LESR,EN,3515.775
2023-07-09,21,RTD,LESR,EN,3390.785
2023-07-09,22,RTD,LESR,EN,1542.012
2023-07-09,23,RTD,LESR,EN,263.434
2023-07-09,24,RTD,LESR,EN,-55.583
2023-07-10,1,RTD,LESR,EN,-339.424
2023-07-10,2,RTD,LESR,EN,-667.314
2023-07-10,3,RTD,LESR,EN,-688.535
2023-07-10,4,RTD,LESR,EN,-680.764
2023-07-10,5,RTD,LESR,EN,-93.717
2023-07-10,6,RTD,LESR,EN,195.36
2023-07-10,7,RTD,LESR,EN,-179.712
2023-07-10,8,RTD,LESR,EN,-732.074
2023-07-10,9,RTD,LESR,EN,-1572.754
2023-07-10,10,RTD,LESR,EN,-2063.084
2023-07-10,11,RTD,LESR,EN,-1955.008
2023-07-10,12,RTD,LESR,EN,-1471.781
2023-07-10,13,RTD,LESR,EN,-780.444
2023-07-10,14,RTD,LESR,EN,-486.159
2023-07-10,15,RTD,LESR,EN,-117.033
2023-07-10,16,RTD,LESR,EN,-102.916
2023-07-10,17,RTD,LESR,EN,711.046
2023-07-10,18,RTD,LESR,EN,1104.583
2023-07-10,19,RTD,LESR,EN,3274.569
2023-07-10,20,RTD,LESR,EN,3105.178
2023-07-10,21,RTD,LESR,EN,1827.14
2023-07-10,22,RTD,LESR,EN,1550.947
2023-07-10,23,RTD,LESR,EN,312.496
2023-07-10,24,RTD,LESR,EN,-235.744
2023-07-11,1,RTD,LESR,EN,-249.942
2023-07-11,2,RTD,LESR,EN,-781.916
2023-07-11,3,RTD,LESR,EN,-901.381
2023-07-11,4,RTD,LESR,EN,-804.738
2023-07-11,5,RTD,LESR,EN,-13.21
2023-07-11,6,RTD,LESR,EN,312.058
2023-07-11,7,RTD,LESR,EN,-161.364
2023-07-11,8,RTD,LESR,EN,-653.219
2023-07-11,9,RTD,LESR,EN,-1162.359
2023-07-11,10,RTD,LESR,EN,-1472.174
2023-07-11,11,RTD,LESR,EN,-1299.926
2023-07-11,12,RTD,LESR,EN,-722.571
2023-07-11,13,RTD,LESR,EN,-581.353
2023-07-11,14,RTD,LESR,EN,-66.994
2023-07-11,15,RTD,LESR,EN,243.081
2023-07-11,16,RTD,LESR,EN,227.529
2023-07-11,17,RTD,LESR,EN,271.727
2023-07-11,18,RTD,LESR,EN,616.912
2023-07-11,19,RTD,LESR,EN,2862.014
2023-07-11,20,RTD,LESR,EN,3644.999
2023-07-11,21,RTD,LESR,EN,2543.95
2023-07-11,22,RTD,LESR,EN,1463.999
2023-07-11,23,RTD,LESR,EN,-2.515
2023-07-11,24,RTD,LESR,EN,-472.873
2023-07-12,1,RTD,LESR,EN,-368.809
2023-07-12,2,RTD,LESR,EN,-547.887
2023-07-12,3,RTD,LESR,EN,-736.167
2023-07-12,4,RTD,LESR,EN,-510.92
2023-07-12,5,RTD,LESR,EN,-76.347
2023-07-12,6,RTD,LESR,EN,125.46
2023-07-12,7,RTD,LESR,EN,-68.616
2023-07-12,8,RTD,LESR,EN,-1000.68
2023-07-12,9,RTD,LESR,EN,-1268.489
2023-07-12,10,RTD,LESR,EN,-1776.403
2023-07-12,11,RTD,LESR,EN,-1994.373
2023-07-12,12,RTD,LESR,EN,-1638.767
2023-07-12,13,RTD,LESR,EN,-1142.311
2023-07-12,14,RTD,LESR,EN,-480.167
2023-07-12,15,RTD,LESR,EN,-101.465
2023-07-12,16,RTD,LESR,EN,74.853
2023-07-12,17,RTD,LESR,EN,371.269
2023-07-12,18,RTD,LESR,EN,805.44
2023-07-12,19,RTD,LESR,EN,3184.279
2023-07-12,20,RTD,LESR,EN,3547.119
2023-07-12,21,RTD,LESR,EN,2177.026
2023-07-12,23,RTD,LESR,EN,108.044
2023-07-12,24,RTD,LESR,EN,-56.207
2023-07-13,1,RTD,LESR,EN,154.392
2023-07-13,2,RTD,LESR,EN,-199.844
2023-07-13,3,RTD,LESR,EN,-433.53
2023-07-13,4,RTD,LESR,EN,-587.401
2023-07-13,5,RTD,LESR,EN,-398.493
2023-07-13,6,RTD,LESR,EN,42.055
2023-07-13,7,RTD,LESR,EN,-123.398
2023-07-13,8,RTD,LESR,EN,-1260.231
2023-07-13,9,RTD,LESR,EN,-1883.802
2023-07-13,10,RTD,LESR,EN,-2269.672
2023-07-13,11,RTD,LESR,EN,-1847.936
2023-07-13,12,RTD,LESR,EN,-1151.251
2023-07-13,13,RTD,LESR,EN,-634.449
2023-07-13,14,RTD,LESR,EN,15.372
2023-07-13,15,RTD,LESR,EN,413.172
2023-07-13,16,RTD,LESR,EN,179.471
2023-07-13,17,RTD,LESR,EN,149.194
2023-07-13,18,RTD,LESR,EN,917.492
2023-07-13,19,RTD,LESR,EN,2913.688
2023-07-13,20,RTD,LESR,EN,3606.023
2023-07-13,21,RTD,LESR,EN,2779.882
2023-07-13,22,RTD,LESR,EN,1017.947
2023-07-13,23,RTD,LESR,EN,-78.433
2023-07-13,24,RTD,LESR,EN,-335.647
2023-07-14,1,RTD,LESR,EN,24.876
2023-07-14,2,RTD,LESR,EN,-406.618
2023-07-14,3,RTD,LESR,EN,-948.543
2023-07-14,4,RTD,LESR,EN,-946.569
2023-07-14,5,RTD,LESR,EN,-455.105
2023-07-14,6,RTD,LESR,EN,-8.021
2023-07-14,7,RTD,LESR,EN,-485.798
2023-07-14,8,RTD,LESR,EN,-1380.879
2023-07-14,9,RTD,LESR,EN,-1532.139
2023-07-14,10,RTD,LESR,EN,-1434.264
2023-07-14,11,RTD,LESR,EN,-1290.932
2023-07-14,12,RTD,LESR,EN,-601.884
2023-07-14,13,RTD,LESR,EN,-435.733
2023-07-14,14,RTD,LESR,EN,31.985
2023-07-14,15,RTD,LESR,EN,1058.417
2023-07-14,16,RTD,LESR,EN,501.431
2023-07-14,17,RTD,LESR,EN,1262.826
2023-07-14,18,RTD,LESR,EN,1104.177
2023-07-14,19,RTD,LESR,EN,2134.108
2023-07-14,20,RTD,LESR,EN,2326.293
2023-07-14,21,RTD,LESR,EN,1249.166
2023-07-14,22,RTD,LESR,EN,1065.69
2023-07-14,23,RTD,LESR,EN,225.606
2023-07-14,24,RTD,LESR,EN,-175.692
2023-07-15,1,RTD,LESR,EN,21.123
2023-07-15,2,RTD,LESR,EN,-57.385
2023-07-15,3,RTD,LESR,EN,-73.463
2023-07-15,4,RTD,LESR,EN,-206.874
2023-07-15,5,RTD,LESR,EN,15.29
2023-07-15,6,RTD,LESR,EN,-41.57
2023-07-15,7,RTD,LESR,EN,-420.696
2023-07-15,8,RTD,LESR,EN,-2276.727
2023-07-15,9,RTD,LESR,EN,-2792.951
2023-07-15,10,RTD,LESR,EN,-2589.41
2023-07-15,11,RTD,LESR,EN,-1565.728
2023-07-15,12,RTD,LESR,EN,-867.686
2023-07-15,13,RTD,LESR,EN,34.588
2023-07-15,14,RTD,LESR,EN,517.977
2023-07-15,15,RTD,LESR,EN,913.174
2023-07-15,16,RTD,LESR,EN,572.566
2023-07-15,17,RTD,LESR,EN,260.526
2023-07-15,18,RTD,LESR,EN,2110.422
2023-07-15,19,RTD,LESR,EN,2938.5
2023-07-15,20,RTD,LESR,EN,3004.244
2023-07-15,21,RTD,LESR,EN,2047.958
2023-07-15,22,RTD,LESR,EN,1508.893
2023-07-15,23,RTD,LESR,EN,94.848
2023-07-15,24,RTD,LESR,EN,-62.547
2023-07-16,1,RTD,LESR,EN,430.777
2023-07-16,2,RTD,LESR,EN,-51.055
2023-07-16,3,RTD,LESR,EN,2.276
2023-07-16,4,RTD,LESR,EN,-102.908
2023-07-16,5,RTD,LESR,EN,31.202
2023-07-16,6,RTD,LESR,EN,71.398
2023-07-16,7,RTD,LESR,EN,-446.983
2023-07-16,8,RTD,LESR,EN,-1970.269
2023-07-16,9,RTD,LESR,EN,-2611.951
2023-07-16,10,RTD,LESR,EN,-2391.93
2023-07-16,11,RTD,LESR,EN,-2246.128
2023-07-16,12,RTD,LESR,EN,-1024.276
2023-07-16,13,RTD,LESR,EN,-640.355
2023-07-16,14,RTD,LESR,EN,587.109
2023-07-16,15,RTD,LESR,EN,1216.668
2023-07-16,16,RTD,LESR,EN,1222.093
2023-07-16,17,RTD,LESR,EN,1794.663
2023-07-16,18,RTD,LESR,EN,1223.848
2023-07-16,19,RTD,LESR,EN,2018.956
2023-07-16,20,RTD,LESR,EN,1523.494
2023-07-16,21,RTD,LESR,EN,974.771
2023-07-16,22,RTD,LESR,EN,331.406
2023-07-16,23,RTD,LESR,EN,-300.448
2023-07-16,24,RTD,LESR,EN,-486.005
2023-07-17,1,RTD,LESR,EN,-420.031
2023-07-17,2,RTD,LESR,EN,-675.121
2023-07-17,3,RTD,LESR,EN,-631.412
2023-07-17,4,RTD,LESR,EN,-467.057
2023-07-17,5,RTD,LESR,EN,194.319
2023-07-17,6,RTD,LESR,EN,148.998
2023-07-17,7,RTD,LESR,EN,170.734
2023-07-17,8,RTD,LESR,EN,-1059.486
2023-07-17,9,RTD,LESR,EN,-1142.437
2023-07-17,10,RTD,LESR,EN,-1273.754
2023-07-17,11,RTD,LESR,EN,-1043.345
2023-07-17,12,RTD,LESR,EN,-419.449
2023-07-17,13,RTD,LESR,EN,48.668
2023-07-17,14,RTD,LESR,EN,280.429
2023-07-17,15,RTD,LESR,EN,1177.201
2023-07-17,16,RTD,LESR,EN,206.882
2023-07-17,17,RTD,LESR,EN,-40.896
2023-07-17,18,RTD,LESR,EN,254.308
2023-07-17,19,RTD,LESR,EN,2085.512
2023-07-17,20,RTD,LESR,EN,2360.296
2023-07-17,21,RTD,LESR,EN,1134.738
2023-07-17,22,RTD,LESR,EN,823.747
2023-07-17,23,RTD,LESR,EN,-258.156
2023-07-17,24,RTD,LESR,EN,-165.223
2023-07-18,1,RTD,LESR,EN,47.539
2023-07-18,2,RTD,LESR,EN,72.956
2023-07-18,3,RTD,LESR,EN,-309.992
2023-07-18,4,RTD,LESR,EN,-359.582
2023-07-18,5,RTD,LESR,EN,258.536
2023-07-18,6,RTD,LESR,EN,477.064
2023-07-18,7,RTD,LESR,EN,366.995
2023-07-18,8,RTD,LESR,EN,-857.672
2023-07-18,9,RTD,LESR,EN,-1683.126
2023-07-18,10,RTD,LESR,EN,-1529.33
2023-07-18,11,RTD,LESR,EN,-1108.53
2023-07-18,12,RTD,LESR,EN,-153.436
2023-07-18,13,RTD,LESR,EN,1061.128
2023-07-18,14,RTD,LESR,EN,1132.924
2023-07-18,15,RTD,LESR,EN,1134.284
2023-07-18,16,RTD,LESR,EN,950.698
2023-07-18,17,RTD,LESR,EN,-18.962
2023-07-18,18,RTD,LESR,EN,772.278
2023-07-18,19,RTD,LESR,EN,2551.054
2023-07-18,20,RTD,LESR,EN,3209.697
2023-07-18,21,RTD,LESR,EN,1528.188
2023-07-18,22,RTD,LESR,EN,845.133
2023-07-18,23,RTD,LESR,EN,-138.288
2023-07-18,24,RTD,LESR,EN,159.123
2023-07-19,1,RTD,LESR,EN,14.236
2023-07-19,2,RTD,LESR,EN,-107.967
2023-07-19,3,RTD,LESR,EN,-202.722
2023-07-19,4,RTD,LESR,EN,-413.668
2023-07-19,5,RTD,LESR,EN,-111.093
2023-07-19,6,RTD,LESR,EN,223.6
2023-07-19,7,RTD,LESR,EN,-279.72
2023-07-19,8,RTD,LESR,EN,-1805.392
2023-07-19,9,RTD,LESR,EN,-2320.086
2023-07-19,10,RTD,LESR,EN,-2229.341
2023-07-19,11,RTD,LESR,EN,-1843.718
2023-07-19,12,RTD,LESR,EN,-1200.305
2023-07-19,13,RTD,LESR,EN,-681.993
2023-07-19,14,RTD,LESR,EN,353.936
2023-07-19,15,RTD,LESR,EN,852.828
2023-07-19,16,RTD,LESR,EN,364.577
2023-07-19,17,RTD,LESR,EN,35.194
2023-07-19,18,RTD,LESR,EN,1394.75
2023-07-19,19,RTD,LESR,EN,2782.701
2023-07-19,20,RTD,LESR,EN,3380.371
2023-07-19,21,RTD,LESR,EN,2042.038
2023-07-19,22,RTD,LESR,EN,740.014
2023-07-19,23,RTD,LESR,EN,145.296
2023-07-19,24,RTD,LESR,EN,-17.249
2023-07-20,1,RTD,LESR,EN,-483.779
2023-07-20,2,RTD,LESR,EN,-497.192
2023-07-20,3,RTD,LESR,EN,-803.373
2023-07-20,4,RTD,LESR,EN,-1234.663
2023-07-20,5,RTD,LESR,EN,-915.858
2023-07-20,6,RTD,LESR,EN,-31.95
2023-07-20,7,RTD,LESR,EN,-560.074
2023-07-20,8,RTD,LESR,EN,-1593.512
2023-07-20,9,RTD,LESR,EN,-1872.43
2023-07-20,10,RTD,LESR,EN,-1967.094
2023-07-20,11,RTD,LESR,EN,-1596.104
2023-07-20,12,RTD,LESR,EN,-1441.246
2023-07-20,13,RTD,LESR,EN,-489.202
2023-07-20,14,RTD,LESR,EN,190.643
2023-07-20,15,RTD,LESR,EN,441.28
2023-07-20,16,RTD,LESR,EN,766.43
2023-07-20,17,RTD,LESR,EN,304.931
2023-07-20,18,RTD,LESR,EN,995.019
2023-07-20,19,RTD,LESR,EN,3053.849
2023-07-20,20,RTD,LESR,EN,2925.178
2023-07-20,21,RTD,LESR,EN,1671.014
2023-07-20,22,RTD,LESR,EN,791.56
2023-07-20,23,RTD,LESR,EN,45.72
2023-07-20,24,RTD,LESR,EN,-532.776
2023-07-21,1,RTD,LESR,EN,1.998
2023-07-21,2,RTD,LESR,EN,-455.406
2023-07-21,3,RTD,LESR,EN,-514.07
2023-07-21,4,RTD,LESR,EN,-1096.105
2023-07-21,5,RTD,LESR,EN,-780.663
2023-07-21,6,RTD,LESR,EN,-74.167
2023-07-21,7,RTD,LESR,EN,60.327
2023-07-21,8,RTD,LESR,EN,-1039.915
2023-07-21,9,RTD,LESR,EN,-1674.332
2023-07-21,10,RTD,LESR,EN,-1955.963
2023-07-21,11,RTD,LESR,EN,-1249.141
2023-07-21,12,RTD,LESR,EN,-622.216
2023-07-21,13,RTD,LESR,EN,-203.403
2023-07-21,14,RTD,LESR,EN,-240.187
2023-07-21,15,RTD,LESR,EN,-11.394
2023-07-21,16,RTD,LESR,EN,450.84
2023-07-21,17,RTD,LESR,EN,346.012
2023-07-21,18,RTD,LESR,EN,487.576
2023-07-21,19,RTD,LESR,EN,2322.717
2023-07-21,20,RTD,LESR,EN,2643.479
2023-07-21,21,RTD,LESR,EN,2247.965
2023-07-21,22,RTD,LESR,EN,1525.05
2023-07-21,23,RTD,LESR,EN,366.833
2023-07-21,24,RTD,LESR,EN,167.471
2023-07-22,1,RTD,LESR,EN,110.982
2023-07-22,2,RTD,LESR,EN,319.503
2023-07-22,3,RTD,LESR,EN,96.243
2023-07-22,4,RTD,LESR,EN,46.057
2023-07-22,5,RTD,LESR,EN,28.101
2023-07-22,6,RTD,LESR,EN,143.377
2023-07-22,7,RTD,LESR,EN,-179.478
2023-07-22,8,RTD,LESR,EN,-1968.72
2023-07-22,9,RTD,LESR,EN,-2940.835
2023-07-22,10,RTD,LESR,EN,-2766.805
2023-07-22,11,RTD,LESR,EN,-1614.017
2023-07-22,12,RTD,LESR,EN,-677.519
2023-07-22,13,RTD,LESR,EN,-223.742
2023-07-22,14,RTD,LESR,EN,442.845
2023-07-22,15,RTD,LESR,EN,365.86
2023-07-22,16,RTD,LESR,EN,1304.924
2023-07-22,17,RTD,LESR,EN,129.75
2023-07-22,18,RTD,LESR,EN,453.017
2023-07-22,19,RTD,LESR,EN,3077.872
2023-07-22,20,RTD,LESR,EN,2444.115
2023-07-22,21,RTD,LESR,EN,2068.403
2023-07-22,22,RTD,LESR,EN,1026.989
2023-07-22,23,RTD,LESR,EN,353.18
2023-07-22,24,RTD,LESR,EN,214.798
2023-07-23,1,RTD,LESR,EN,418.291
2023-07-23,2,RTD,LESR,EN,698.528
2023-07-23,3,RTD,LESR,EN,8.011
2023-07-23,4,RTD,LESR,EN,-61.149
2023-07-23,5,RTD,LESR,EN,41.045
2023-07-23,6,RTD,LESR,EN,198.841
2023-07-23,7,RTD,LESR,EN,-21.213
2023-07-23,8,RTD,LESR,EN,-1649.437
2023-07-23,9,RTD,LESR,EN,-2125.273
2023-07-23,10,RTD,LESR,EN,-1625.046
2023-07-23,11,RTD,LESR,EN,-1556.384
2023-07-23,12,RTD,LESR,EN,173.491
2023-07-23,13,RTD,LESR,EN,-331.096
2023-07-23,14,RTD,LESR,EN,870.237
2023-07-23,15,RTD,LESR,EN,-371.347
2023-07-23,16,RTD,LESR,EN,791.705
2023-07-23,17,RTD,LESR,EN,549.706
2023-07-23,18,RTD,LESR,EN,1688.721
2023-07-23,19,RTD,LESR,EN,1852.436
2023-07-23,20,RTD,LESR,EN,1623.828
2023-07-23,21,RTD,LESR,EN,1052.356
2023-07-23,22,RTD,LESR,EN,700.7
2023-07-23,23,RTD,LESR,EN,468.593
2023-07-23,24,RTD,LESR,EN,155.287
